category,subcategories,Date,status,transmis_entreprise,tags,transmis_authorite,is_read,has_response,description
AchatMagasin,"Le_magasin_de_facon_generale,Remboursement_garantie,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-06-03,TraitementEnCours,0,aucun_tag,0,0,0,"Je suis retourné au magasin pour un produit défectueux, ils ont refusé de le reprendre, ils m'ont envoyé vers le fabricant. Le fabricant est injoignable. Je suis bloqué."
AchatInternet,"Le_prix,Fausse_reduction_de_prix",2026-07-04,TraitementEnCours,0,Internet,0,1,1,"La promotion Black Friday"" était une arnaque : les prix avaient été augmentés avant. J'ai comparé avec l'historique des prix. Je suis déçu."""
ServicesAuxParticuliers,"Autre_type_dentreprise_de_service,Autre",2026-06-19,TraitementEnCours,0,aucun_tag,0,0,1,Le serrurier m'a facturé 150 euros pour une simple ouverture de porte. C'est excessif. Je me suis senti pris en otage.
AchatInternet,"Abonnement_ou_frais_caches,Frais_supplementaires_nonindiques",2026-05-07,NonTraite,0,Internet,0,0,0,Un abonnement à un service de streaming a été ajouté à mon forfait sans que je le sache. Je m'en suis aperçu 3 mois plus tard.
DemarchageAbusif,"Probleme_a_la_suite_de_la_visite_dun_vendeur_a_mon_domicile,Je_suis_contacte_directement_a_mon_domicile_pour_des_propositions_de_travaux_ou_de_renovation_energe",2026-06-29,TraitementEnCours,0,Démarchage à domicile,0,0,0,"Un commercial a insisté pour entrer chez moi, il ne voulait pas partir. Il m'a montré des photos alarmistes. J'ai signé un devis sous pression. Je regrette."
AchatInternet,"Une_commande_effectuee,Le_service_apresvente_ne_me_repond_plus_SAV",2026-05-25,TraitementEnCours,0,"Commande effectuée,Internet",0,1,0,"J'ai écrit au SAV il y a 10 jours pour une réclamation, pas de réponse. Je relance, toujours rien. C'est très frustrant."
VoyageLoisirs,"Voyage_tourisme_loisirs,Agence_de_voyage,Annulation_remboursement",2026-05-10,TraitementEnCours,0,Internet,0,1,0,"L'agence de voyage a annulé mon vol, elle me propose un remboursement partiel. Je trouve ça injuste, je veux un remboursement intégral."
AchatMagasin,"Un_produit_en_particulier,Cest_un_aliment,Probleme_de_qualite,Autre,Un_produit_vendu_dans_un_emballage",2026-06-26,TraitementEnCours,0,Produit alimentaire,0,1,0,"Les chips que j'ai achetées étaient toutes molles, la boîte n'était pas hermétique. Je ne rachèterai pas cette marque."
AchatInternet,"Le_site_internet_en_luimeme,Autre",2026-05-26,TraitementEnCours,0,Internet,0,0,1,"Le processus de paiement est très long, il faut remplir beaucoup de champs. C'est pénible. On pourrait simplifier."
TelephonieFaiMedias,"Telephonie_internet,Resiliation_changement_doperateur_passage_a_la_fibre,Probleme_de_resiliation_dabonnement,Je_narrive_pas_a_resilier_mon_contrat",2026-05-26,TraitementEnCours,0,"Telecom,Résiliation,Internet",0,0,0,"Mon ancien opérateur refuse de libérer ma ligne. Mon nouvel opérateur ne peut pas activer la fibre. Je suis bloqué, personne ne veut prendre ses responsabilités."
AchatInternet,"Un_produit,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-06-30,TraitementEnCours,0,aucun_tag,0,1,0,"Ma montre connectée a un problème de connexion. Je l'ai renvoyée, ils ont dit que c'était un défaut logiciel. Ils l'ont mise à jour."
BanqueAssuranceMutuelle,"Une_assurance_mutuelle,Remboursement_indemnisation",2026-06-13,TraitementEnCours,0,Internet,0,0,0,"Mon remboursement de soins dentaires a été refusé parce que le devis n'était pas bon. Pourtant, c'est le dentiste qui a fait le devis. Je me sens lésé."
BanqueAssuranceMutuelle,"Une_assurance_mutuelle,Remboursement_indemnisation",2026-05-07,TraitementEnCours,0,Internet,0,1,0,"Mon remboursement de soins dentaires a été refusé parce que le devis n'était pas bon. Pourtant, c'est le dentiste qui a fait le devis. Je me sens lésé."
AchatInternet,"Un_produit,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-06-16,TraitementEnCours,0,aucun_tag,0,0,1,"J'ai acheté une enceinte connectée sur votre site. Elle se déconnecte régulièrement du réseau Wi-Fi alors que tous mes autres appareils fonctionnent parfaitement. J'ai suivi toutes les procédures de réinitialisation, rien n'y fait. C'est vraiment frustrant car je l'ai achetée pour écouter de la musique en streaming. Je demande un échange ou un remboursement complet."
AchatMagasin,"Le_magasin_de_facon_generale,Prix,Prix_a_la_caisse_different_du_prix_affiche_en_rayon",2026-05-22,TraitementEnCours,0,Prix,1,1,0,"Je me suis rendu dans votre hypermarché pour faire mes courses. J'ai pris un produit dont le prix en rayon était de 2,50 euros. À la caisse, on m'a demandé 3,20 euros. J'ai signalé l'erreur à la caissière, elle a appelé un responsable qui m'a dit que l'étiquette était périmée. Il a refusé de me faire le prix affiché. Je trouve cela totalement injuste, c'est une pratique trompeuse."
VoitureVehiculeVelo,"Reparation_revision_vente_de_vehicule,Prestation_mal_realisee_ou_pas_realisee",2026-05-29,TraitementEnCours,0,aucun_tag,0,0,0,"J'ai confié ma voiture à un garage pour une révision complète. En la récupérant, j'ai constaté que le voyant moteur était allumé. Je suis retourné, ils ont branché la valise et m'ont dit que c'était un capteur défectueux, qu'il fallait le changer. Mais ce capteur n'était pas défectueux avant la révision ! Je pense qu'ils ont mal branché quelque chose. Ils veulent me facturer la réparation. C'est inacceptable."
DemarchageAbusif,"Probleme_de_demarchage_telephonique,Jai_recu_au_moins_5_appels_de_la_meme_entreprise_sur_les_30_derniers_jours",2026-05-28,NonTraite,0,"Démarchage téléphonique,Appel commercial",0,0,0,"Je suis excédé par les appels intempestifs d'une société de rénovation de fenêtres. Ils m'appellent au moins trois fois par jour, même le dimanche. J'ai beau leur dire que je ne suis pas propriétaire, ils raccrochent et rappellent avec un autre numéro. Je ne peux plus utiliser mon téléphone sereinement. C'est du harcèlement caractérisé."
AchatInternet,"Une_commande_effectuee,Le_service_apresvente_ne_me_repond_plus_SAV",2026-06-03,TraitementEnCours,0,"Commande effectuée,Internet",0,0,0,"J'ai passé commande d'un colis sur votre site, il est arrivé endommagé. Le produit à l'intérieur était cassé. J'ai pris des photos et j'ai contacté votre service après-vente. Cela fait maintenant 8 jours que j'attends une réponse. J'ai relancé deux fois, toujours rien. Je commence à perdre patience. Je souhaite un remboursement rapide."
TelephonieFaiMedias,"Telephonie_internet,Mon_forfait_prix_contrat_et_facture,Loffre_la_promotion_que_je_devais_avoir_na_pas_ete_appliquee",2026-06-24,TraitementEnCours,1,Telecom,0,1,0,"J'ai souscrit en ligne à une offre promotionnelle de 50% de réduction pendant 6 mois sur mon forfait mobile. Je viens de recevoir ma première facture, et la réduction n'est pas appliquée. J'ai appelé le service client, ils m'ont dit que c'était une erreur et qu'ils allaient régulariser. Je n'ai toujours pas de nouvelles et la facture suivante est arrivée sans la réduction."
AchatInternet,"Un_produit,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-05-10,TraitementEnCours,0,aucun_tag,1,1,0,"Ma bouilloire électrique a cessé de chauffer après seulement 15 jours d'utilisation. C'est un produit neuf, acheté sur votre site. J'ai contacté le SAV, ils m'ont demandé de renvoyer l'appareil à mes frais. Je trouve cela abusif car le produit est défectueux et sous garantie. Je vais le renvoyer, mais je demande le remboursement des frais de port."
AchatMagasin,"Un_produit_en_particulier,Cest_un_aliment,Probleme_avec_lemballage_ou_letiquette,Informations_trompeuses_ou_fausses,La_composition",2026-05-10,TraitementEnCours,0,Produit alimentaire,0,1,0,"J'ai acheté un pot de confiture pur fruits"" dans votre magasin. En lisant la liste des ingrédients, j'ai vu que le premier ingrédient était du sucre. On ne peut pas appeler ça ""pur fruits"", c'est de la tromperie ! Je suis diabétique, je fais attention à ma consommation de sucre. Cette étiquette est clairement mensongère."""
VoyageLoisirs,"Voyage_tourisme_loisirs,Hebergement,Qualite_de_la_chambre_de_lhebergement,Hebergement_ne_correspondant_pas_a_ce_qui_etait_prevu",2026-06-12,TraitementEnCours,0,Internet,0,1,0,"L'hôtel que j'ai réservé sur un site de voyage était présenté comme un établissement 4 étoiles avec piscine et spa. En réalité, la chambre était petite, la literie inconfortable, la piscine était fermée pour travaux et le spa n'existait pas. Je me suis senti trompé. J'ai demandé une réduction, la réception m'a dit qu'ils ne pouvaient rien faire."
ServicesAuxParticuliers,"Autre_type_dentreprise_de_service,Autre",2026-05-24,TraitementEnCours,0,aucun_tag,0,1,0,"J'ai fait appel à un électricien pour changer un interrupteur. Il est venu, a passé 10 minutes, m'a facturé 90 euros. Je trouve le prix excessif pour une intervention aussi simple. J'aurais dû demander un devis avant, mais il était pressé. Je me suis senti arnaqué."
AchatInternet,"Abonnement_ou_frais_caches,Abonnement_nonindique",2026-07-06,NonTraite,0,Internet,0,1,0,"Je me suis inscrit sur un site de coaching en ligne. L'essai gratuit de 7 jours s'est transformé en abonnement payant de 49 euros par mois sans que je sois prévenu. J'ai découvert cela en voyant mon relevé bancaire. J'ai annulé immédiatement, mais ils refusent de me rembourser le premier mois. C'est une pratique commerciale déloyale."
AchatInternet,"Le_site_internet_en_luimeme,La_publicite,Publicite_trompeuse_ou_mensongere,Fausse_description_dun_produit_ou_dun_service",2026-07-01,TraitementEnCours,1,Internet,0,1,1,"La description du produit promettait une autonomie de 20 heures. En réalité, l'autonomie est de 4 heures maximum. J'ai contacté le vendeur, il m'a dit que c'était une autonomie en mode veille. Ce n'était pas précisé dans l'annonce. C'est un mensonge caractérisé. Je veux retourner le produit."
BanqueAssuranceMutuelle,"Une_banque,Frais_bancaires",2026-06-17,TraitementEnCours,0,Internet,0,1,0,"Ma banque m'a prélevé des frais de tenue de compte de 8 euros, alors que je suis un jeune client et que mon compte est censé être gratuit. J'ai appelé mon conseiller, il m'a dit que j'avais dépassé le nombre de transactions gratuites. Je n'ai fait que 3 transactions dans le mois. C'est une explication fallacieuse. Je vais changer de banque."
AchatInternet,"Une_commande_effectuee,Commande_jamais_livree_et_le_site_est_toujours_ouvert",2026-07-06,NonTraite,0,"Commande effectuée,Internet",0,1,1,"J'ai passé commande sur un site de vêtements que je ne connaissais pas. Le paiement a été accepté, j'ai reçu un mail de confirmation, mais je n'ai jamais reçu ma commande. J'ai essayé de contacter le service client, mais l'adresse mail n'existe pas et le numéro de téléphone est surtaxé. Je me suis fait avoir. Le site est toujours en ligne, c'est une honte."
TelephonieFaiMedias,"Telephonie_internet,Resiliation_changement_doperateur_passage_a_la_fibre,Probleme_avec_le_RIO_Releve_dIdentite_Operateur",2026-07-05,TraitementEnCours,0,Telecom,1,0,0,"Je veux changer d'opérateur mobile. J'ai demandé mon RIO à mon opérateur actuel, ils me l'ont envoyé par SMS, mais le code est erroné. Je leur ai demandé de le renvoyer, ils m'ont dit d'attendre 48h. 5 jours plus tard, toujours rien. Mon nouvel opérateur ne peut pas finaliser la portabilité. Mon ancien opérateur semble faire traîner exprès."
AchatMagasin,"Un_produit_en_particulier,Cest_un_aliment,Probleme_de_qualite,Autre,Un_produit_vendu_dans_un_emballage",2026-06-17,TraitementEnCours,1,Produit alimentaire,0,0,0,"J'ai acheté un paquet de lardons. En l'ouvrant, l'odeur était forte et la couleur verdâtre. Ils étaient clairement périmés, mais la date indiquée était dans 15 jours. Il y a un problème dans la chaîne du froid. Je les ai rapportés au magasin, on m'a remboursé, mais c'est inquiétant."
AchatInternet,"Un_produit,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-05-08,TraitementEnCours,0,aucun_tag,0,1,0,"Mon aspirateur robot a un problème de batterie, il ne tient plus que 10 minutes. Le produit est neuf, acheté il y a 2 mois. Je l'ai renvoyé au SAV, ils l'ont gardé 3 semaines et me l'ont retourné en disant que tout allait bien. C'est faux, le problème persiste. Je suis extrêmement mécontent."
VoitureVehiculeVelo,"Location,Location_de_voiture_aupres_dune_agence_ou_dun_magasin,Prix_paiement",2026-07-02,TraitementEnCours,1,aucun_tag,0,1,0,"J'ai loué une voiture pour une semaine. Le prix affiché sur le site était de 200 euros. En rendant la voiture, on m'a facturé 60 euros supplémentaires pour un forfait nettoyage"". La voiture était propre, je l'ai rendue dans le même état. Je trouve cela abusif. C'est une façon de surfacturer."""
AchatInternet,"Le_site_internet_en_luimeme,Autre",2026-06-17,TraitementEnCours,1,Internet,0,0,1,"J'ai commandé un meuble sur un site spécialisé. Le site était bien présenté, mais le produit reçu est en kit et il manque des vis. Impossible de le monter correctement. J'ai contacté le SAV, ils m'ont dit qu'ils allaient envoyer les vis manquantes. Cela fait 10 jours, je n'ai rien reçu. Je suis coincé avec un meuble en morceaux."
DemarchageAbusif,"Probleme_de_demarchage_telephonique,Jai_recu_un_appel_commercial_pendant_un_weekend_ou_un_jour_ferie",2026-05-15,NonTraite,0,"Démarchage téléphonique,Appel commercial",0,0,0,"J'ai reçu un appel d'un centre de démarchage dimanche à 10h. C'est interdit ! Je leur ai fait remarquer, ils ont raccroché. Ces gens n'ont aucun respect pour la vie privée et les jours fériés. Je suis en colère."
AchatInternet,"Abonnement_ou_frais_caches,Frais_supplementaires_nonindiques",2026-06-03,TraitementEnCours,0,Internet,0,0,0,"J'ai acheté un billet d'avion sur un site de comparateur. Le prix affiché était 180 euros. Après avoir rempli mes coordonnées, le prix est passé à 210 euros à cause de frais de dossier et de frais de paiement. Je n'ai pas vu ces frais avant la fin du processus. C'est un piège à consommateur."
AchatMagasin,"Le_magasin_de_facon_generale,Remboursement_garantie,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-05-11,TraitementEnCours,0,aucun_tag,0,0,0,"J'ai acheté une télévision dans votre magasin. Au bout de 15 jours, l'écran présente une ligne noire. Je l'ai rapportée avec la facture, on m'a dit qu'ils allaient l'envoyer au fabricant pour réparation. Cela fait un mois que j'attends. Je suis sans télévision, c'est très gênant."
AchatInternet,"Une_commande_effectuee,Le_service_apresvente_ne_me_repond_plus_SAV",2026-05-09,TraitementEnCours,0,"Commande effectuée,Internet",0,0,0,"Le service après-vente est une catastrophe. J'ai fait une demande de retour il y a 15 jours, j'ai reçu une étiquette, j'ai renvoyé le colis, le suivi indique qu'il est arrivé. Depuis, silence radio. J'ai envoyé deux mails, aucune réponse. Je ne sais pas si je vais être remboursé ou échangé. C'est du grand n'importe quoi."
VoyageLoisirs,"Voyage_tourisme_loisirs,Agence_de_voyage,Publicite,Information_mensongere_ou_trompeuse",2026-06-23,TraitementEnCours,0,Internet,0,0,0,"L'agence de voyage a fait la promotion d'un hôtel club vacances"" avec des animations pour enfants. En réalité, les animations n'avaient pas lieu, l'hôtel était vétuste et la nourriture était médiocre. Je me suis senti trompé par la publicité mensongère. J'ai écrit une réclamation, ils n'ont pas répondu."""
BanqueAssuranceMutuelle,"Une_assurance_mutuelle,Service_client",2026-06-05,TraitementEnCours,0,Internet,0,1,0,"Je suis client de cette mutuelle depuis 10 ans. Depuis quelques mois, le service client est devenu très difficile à joindre. Je suis resté 25 minutes en attente hier. Quand j'ai enfin eu quelqu'un, on m'a dit qu'il fallait rappeler le lendemain. C'est un manque de respect pour un client fidèle."
AchatInternet,"Le_prix,Fausse_reduction_de_prix",2026-05-04,TraitementEnCours,0,Internet,0,1,0,"J'ai acheté un manteau en promotion vente flash -40%"". Le prix de base affiché était 300 euros, j'ai payé 180 euros. En vérifiant le prix sur d'autres sites, j'ai vu que le manteau était vendu 190 euros partout. La remise était donc de 5% seulement. C'est une fausse réduction."""
TelephonieFaiMedias,"Abonnement_television,Probleme_de_resiliation_dabonnement,Je_narrive_pas_a_resilier_mon_contrat",2026-06-15,TraitementEnCours,0,"Résiliation,Internet",0,1,0,"J'ai déménagé à l'étranger et je souhaite résilier mon abonnement TV. J'ai envoyé un mail, on m'a dit de télécharger un formulaire. Je l'ai fait, je l'ai envoyé signé. On m'a répondu qu'il manquait une pièce justificative. Je l'ai renvoyée. Cela fait 3 semaines, je n'ai pas de confirmation. C'est un vrai parcours du combattant."
AchatMagasin,"Un_produit_en_particulier,Cest_un_aliment,Produit_perime,Un_produit_perime_en_particulier,A_consommer_jusquau,Oui",2026-06-01,TraitementEnCours,1,Produit alimentaire,0,1,0,"J'ai acheté un paquet de jambon blanc dont la date de péremption était le lendemain. En l'ouvrant le jour même, il avait une odeur bizarre et était visqueux. Je pense qu'il avait été mal conservé. Je l'ai rapporté au supermarché, ils ont remboursé, mais c'est dégoûtant."
AchatInternet,"Un_produit,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-06-16,TraitementEnCours,0,aucun_tag,0,0,0,"J'ai acheté une machine à café sur votre site. Elle a un défaut d'affichage, l'écran clignote. Je l'ai renvoyée, ils l'ont réparée, mais le clignotement est revenu. Je l'ai renvoyée une deuxième fois, ils ont dit qu'ils allaient la remplacer. J'attends toujours."
ServicesAuxParticuliers,"Autre_type_dentreprise_de_service,Autre",2026-06-10,TraitementEnCours,0,Internet,0,1,0,"La société de jardinage que j'ai engagée est venue tailler mes haies, mais elle a aussi coupé un jeune arbre que je venais de planter. Le responsable s'est excusé, mais n'a pas proposé de dédommagement. Je suis furieux."
AchatInternet,"Le_site_internet_en_luimeme,Impossible_didentifier_lentreprise",2026-05-25,NonTraite,0,Internet,1,0,0,"J'ai acheté sur un site qui ne mentionne pas son adresse ni son SIRET. Je regrette, car si j'ai un problème, je ne saurai pas où me retourner. Le produit n'est pas conforme, mais je ne peux pas les joindre."
DemarchageAbusif,"Probleme_de_demarchage_telephonique,Je_recois_des_appels_pour_effectuer_des_travaux_ou_de_la_renovation_energetique",2026-05-13,NonTraite,0,"Démarchage téléphonique,Appel commercial",0,0,0,"Je suis locataire, je le dis à chaque fois, mais les sociétés de rénovation continuent de m'appeler pour des travaux d'isolation. Ils ne comprennent pas ou font semblant. C'est du harcèlement pur."
AchatInternet,"Une_commande_effectuee,Commande_incomplete",2026-06-04,TraitementEnCours,0,"Commande effectuée,Internet",0,0,0,"J'ai commandé une trousse de premiers secours. Il manque la bande adhésive. Le vendeur m'a dit qu'il allait me la renvoyer. 5 jours plus tard, rien. Je vais lui renvoyer un message."
VoitureVehiculeVelo,"Reparation_revision_vente_de_vehicule,Autre,Autre",2026-06-13,TraitementEnCours,0,aucun_tag,0,0,0,"Le garage a changé les bougies de ma voiture, mais il a oublié de rebrancher un câble. Ma voiture a calé au milieu d'un carrefour. C'est dangereux. Ils sont venus me dépanner, mais j'ai eu très peur."
AchatInternet,"Abonnement_ou_frais_caches,Abonnement_ou_frais_reveles_a_la_fin_du_parcours_dachat",2026-06-14,NonTraite,0,Internet,0,1,0,"J'ai réservé un forfait de téléphonie mobile en ligne. Le prix affiché était 15 euros. En validant, on m'a ajouté 5 euros de frais d'activation. Je ne les ai pas vus avant. C'est trompeur."
BanqueAssuranceMutuelle,"Une_banque,Autre",2026-05-27,TraitementEnCours,0,Internet,0,1,0,Ma banque a refusé un prêt personnel alors que j'ai un bon dossier. Le conseiller ne m'a pas donné de raison claire. Je suis déçu.
AchatInternet,"Un_produit,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-06-20,TraitementEnCours,1,aucun_tag,0,0,0,"Mon ventilateur sur pied a un bruit de vibration. Je l'ai renvoyé, ils ont dit que c'était un défaut de fabrication. Ils l'ont réparé en 2 semaines."
AchatMagasin,"Le_magasin_de_facon_generale,Moyens_de_paiement,Le_commercant_refuse_que_je_paie_en_especes,Il_refuse_les_especes_dune_facon_generale",2026-06-02,TraitementEnCours,0,aucun_tag,0,1,0,"Le magasin refuse les espèces, même pour 5 euros. C'est une discrimination. J'ai dû aller chercher un distributeur. C'est très gênant."
AchatInternet,"Le_site_internet_en_luimeme,Autre",2026-06-08,TraitementEnCours,0,Internet,0,0,0,"Le site a une fonction panier"" qui se vide toute seule. J'ai dû recommencer ma commande trois fois. C'est très agaçant. Je ne commanderai plus sur ce site."""
TelephonieFaiMedias,"Telephonie_internet,Mon_forfait_prix_contrat_et_facture,Autre_probleme_de_facturation_ou_de_contrat,Autre",2026-06-22,TraitementEnCours,0,"Telecom,Internet",0,0,0,"Mon opérateur m'a facturé des appels vers des numéros courts que je n'ai pas passés. Je pense que c'est une erreur de facturation. J'ai contesté, ils ont promis un remboursement, mais je ne l'ai pas encore reçu."
VoyageLoisirs,"Transports_en_commun_mobilites,Bus_Car_Tramway,Retard_Annulation_Remboursement",2026-05-18,TraitementEnCours,0,Internet,0,1,0,Le bus était en retard de 25 minutes ce matin. J'ai raté ma correspondance et je suis arrivé en retard au travail. Ces retards sont fréquents. Le service se dégrade.
AchatInternet,"Une_commande_effectuee,Le_service_apresvente_ne_me_repond_plus_SAV",2026-06-17,TraitementEnCours,1,"Commande effectuée,Internet",0,0,0,"J'ai fait une réclamation pour un produit défectueux il y a 3 semaines. J'ai renvoyé le produit, ils l'ont reçu. Le SAV ne répond pas à mes mails. Je suis excédé."
DemarchageAbusif,"Probleme_de_demarchage_telephonique,Jai_recu_au_moins_5_appels_de_la_meme_entreprise_sur_les_30_derniers_jours",2026-06-30,NonTraite,0,"Démarchage téléphonique,Appel commercial",0,1,0,"Une société d'isolation m'appelle tous les jours, parfois deux fois. J'ai demandé à être retiré de leur liste, ils m'ont raccroché au nez. Je vais porter plainte."
AchatMagasin,"Un_produit_en_particulier,Cest_un_aliment,Probleme_avec_lemballage_ou_letiquette,Informations_trompeuses_ou_fausses,La_composition",2026-06-13,TraitementEnCours,0,Produit alimentaire,0,1,0,"J'ai acheté des biscuits à la farine complète"". En réalité, il y a plus de farine blanche que de farine complète. L'étiquette est trompeuse."""
AchatInternet,"Abonnement_ou_frais_caches,Abonnement_nonindique",2026-05-10,NonTraite,0,Internet,0,0,0,Je me suis inscrit sur un site de paris sportifs. Ils m'ont prélevé un abonnement mensuel sans mon accord. C'est une arnaque.
BanqueAssuranceMutuelle,"Une_assurance_mutuelle,Remboursement_indemnisation",2026-06-27,TraitementEnCours,0,Internet,0,1,0,Mon remboursement pour une hospitalisation est très long. Je dois relancer sans cesse. Le service est lent.
AchatInternet,"Un_produit,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-06-30,TraitementEnCours,1,aucun_tag,1,1,0,"Ma montre GPS ne se connecte plus au satellite. Je l'ai renvoyée, ils ont dit que c'était un problème de puce. Ils l'ont réparée."
TelephonieFaiMedias,"Telephonie_internet,Resiliation_changement_doperateur_passage_a_la_fibre,Passage_a_la_fibre_optique,Prestation,Echec_du_raccordement",2026-07-03,TraitementEnCours,0,Telecom,0,1,0,Le raccordement à la fibre a échoué deux fois. Je n'ai pas internet depuis un mois. Le service client est incompétent.
AchatInternet,"Le_prix,Abonnement_ou_frais_caches,Frais_supplementaires_nonindiques",2026-07-05,TraitementEnCours,0,Internet,0,1,1,Des frais de gestion ont été ajoutés à ma location de voiture sans que je les voie. Je suis très mécontent.
ServicesAuxParticuliers,"Autre_type_dentreprise_de_service,Autre",2026-06-30,TraitementEnCours,0,Internet,1,1,0,La société de ménage a envoyé une personne qui ne parlait pas français. La communication était difficile. Le ménage n'était pas bien fait.
AchatMagasin,"Un_produit_en_particulier,Cest_un_aliment,Probleme_de_qualite,Couleur_ou_odeur_anormale,Un_produit_vendu_dans_un_emballage",2026-06-02,TraitementEnCours,0,Produit alimentaire,0,0,1,"Le poulet que j'ai acheté avait une odeur d'ammoniac. Je l'ai rapporté, ils ont remboursé. Mais c'est inquiétant."
AchatInternet,"Une_commande_effectuee,Commande_jamais_livree_et_le_site_est_toujours_ouvert",2026-05-25,NonTraite,0,"Commande effectuée,Internet",1,0,1,"Commande non livrée, site injoignable. Je vais faire opposition. C'est une arnaque."
VoitureVehiculeVelo,"Reparation_revision_vente_de_vehicule,Prix_paiement",2026-06-25,TraitementEnCours,0,aucun_tag,0,1,1,Le garagiste m'a facturé la main-d'œuvre à l'heure alors qu'il a passé moins de temps que prévu. Je trouve ça cher.
AchatInternet,"Un_produit,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-05-01,TraitementEnCours,0,aucun_tag,0,1,1,"Ma plaque de cuisson à induction a un capteur défectueux. Je l'ai renvoyée, ils l'ont réparée en 4 semaines."
DemarchesAdministratives,Courrier_entreprise_qui_se_fait_passer_pour_ladministration,2026-06-30,NonTraite,0,Internet,1,0,1,"J'ai reçu un courrier pour une taxe audiovisuelle"" que je n'ai jamais eue. C'était un faux."""
AchatInternet,"Abonnement_ou_frais_caches,Frais_supplementaires_nonindiques",2026-05-01,TraitementEnCours,0,Internet,0,1,0,Des frais de service ont été ajoutés à ma commande de billets de concert. Je ne les ai pas vus avant. C'est trompeur.
BanqueAssuranceMutuelle,"Une_banque,Service_client",2026-06-30,TraitementEnCours,0,Internet,0,1,0,"Le conseiller bancaire est absent, je dois prendre rendez-vous en ligne. C'est compliqué."
AchatMagasin,"Le_magasin_de_facon_generale,Hygiene,Autre_probleme_dhygiene",2026-05-16,TraitementEnCours,0,"hygiène,Produit alimentaire",0,1,0,"Les toilettes du magasin étaient sales, pas de papier, pas de savon. C'est un manque d'hygiène."
AchatInternet,"Une_commande_effectuee,Le_service_apresvente_ne_me_repond_plus_SAV",2026-05-21,TraitementEnCours,0,"Commande effectuée,Internet",0,1,0,"Le SAV est injoignable. J'ai appelé 5 fois, j'ai envoyé 4 mails. Aucune réponse. Je vais écrire une lettre recommandée."
TelephonieFaiMedias,"Telephonie_internet,Mon_forfait_prix_contrat_et_facture,Loffre_la_promotion_que_je_devais_avoir_na_pas_ete_appliquee",2026-05-30,TraitementEnCours,0,Telecom,0,1,0,La promotion que j'ai souscrite pour 1 an de réduction n'a été appliquée que 3 mois. L'opérateur a modifié l'offre unilatéralement.
VoyageLoisirs,"Voyage_tourisme_loisirs,Agence_de_voyage,Annulation_remboursement",2026-06-30,TraitementEnCours,0,Internet,0,1,0,"L'agence de voyage m'a annoncé que mon vol était annulé, mais elle ne me propose pas de solution de remplacement. Je dois attendre un remboursement."
AchatInternet,"Un_produit,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-06-20,TraitementEnCours,0,aucun_tag,0,0,0,"Ma scie sauteuse a un problème de lame qui vibre trop. Je l'ai renvoyée, ils l'ont réparée."
AchatMagasin,"Un_produit_en_particulier,Cest_un_aliment,Probleme_de_qualite,Autre,Un_produit_vendu_sans_emballage",2026-05-11,TraitementEnCours,1,Produit alimentaire,0,1,0,"Les fruits en vrac étaient tout abîmés, j'ai dû en jeter la moitié. Le vendeur a dit que c'était la fin de saison. C'est une mauvaise excuse."
AchatInternet,"Le_site_internet_en_luimeme,Autre",2026-06-17,TraitementEnCours,0,Internet,0,0,0,"Le site de réservation est en anglais, pas de version française. J'ai compris l'essentiel, mais c'est moins confortable."
DemarchageAbusif,"Probleme_de_demarchage_telephonique,Jai_recu_un_appel_commercial_pendant_la_semaine_en_dehors_des_heures_autorisees",2026-06-01,NonTraite,0,"Démarchage téléphonique,Appel commercial",0,1,1,"Un appel commercial à 20h, c'est interdit. Je leur ai dit, ils ont raccroché."
BanqueAssuranceMutuelle,"Une_assurance_mutuelle,Contrat",2026-07-02,TraitementEnCours,0,Internet,0,0,0,Mon contrat d'assurance a été modifié sans mon accord. J'ai reçu un avenant que je n'ai pas signé. Je vais contester.
